distance_km,traffic_level,weather,hour,delivery_time
6.8,low,rain,10,40.27
1.43,low,clear,3,10.0
4.24,medium,clear,14,24.33
9.61,medium,clear,21,58.38
5.5,low,clear,22,20.43
4.89,low,cloudy,10,23.21
5.12,medium,rain,17,38.41
2.88,low,clear,15,12.39
4.32,low,clear,9,18.49
4.33,low,clear,11,19.64
1.47,high,clear,12,10.04
7.91,high,clear,8,59.01
4.75,high,clear,20,37.58
8.4,medium,cloudy,12,54.96
8.65,medium,clear,5,51.71
2.91,medium,clear,5,16.67
6.92,medium,cloudy,10,43.39
5.25,low,clear,18,23.39
8.92,medium,cloudy,10,58.4
2.94,high,cloudy,9,20.39
7.1,medium,cloudy,22,46.48
6.47,low,clear,14,29.73
3.66,low,clear,12,16.59
2.23,medium,cloudy,22,14.05
6.86,medium,cloudy,7,39.01
7.65,high,clear,4,57.64
3.84,low,clear,1,20.86
6.8,high,clear,15,52.05
4.56,medium,clear,12,26.06
7.42,high,clear,18,56.8
2.79,medium,clear,8,17.03
9.01,medium,clear,14,54.03
3.59,medium,cloudy,5,22.64
4.31,medium,clear,7,26.06
1.52,high,cloudy,23,16.14
2.0,low,cloudy,13,11.91
5.64,low,clear,4,30.06
3.41,high,cloudy,16,27.38
8.52,medium,cloudy,21,58.18
1.13,medium,clear,6,10.0
4.41,medium,clear,8,26.51
4.04,low,clear,15,19.64
1.17,high,rain,17,11.51
2.12,medium,cloudy,12,13.82
4.72,low,clear,17,23.06
5.44,low,cloudy,9,25.51
4.64,high,clear,0,38.83
5.78,low,clear,20,23.24
6.36,high,cloudy,17,57.4
1.09,low,clear,18,10.0
5.18,medium,cloudy,1,33.15
9.67,high,cloudy,3,80.57
5.67,medium,cloudy,10,35.47
7.1,medium,clear,2,41.26
3.81,medium,cloudy,8,24.42
7.97,low,rain,9,52.72
7.96,low,clear,1,39.76
5.69,high,clear,6,43.93
9.78,high,clear,14,73.13
2.13,medium,cloudy,18,12.62
1.15,low,cloudy,9,10.0
7.93,low,clear,23,33.62
8.26,low,rain,19,49.68
2.08,medium,clear,13,16.36
3.39,high,cloudy,3,29.13
1.16,medium,clear,10,10.0
3.64,high,clear,2,29.48
7.96,low,clear,22,33.46
5.66,low,clear,16,23.28
4.13,low,cloudy,6,18.84
4.35,medium,clear,10,28.76
1.01,low,clear,17,10.0
3.7,high,clear,13,23.42
6.82,low,clear,13,33.11
9.77,high,cloudy,5,81.6
8.62,medium,cloudy,8,51.77
1.21,high,clear,21,10.0
9.09,medium,clear,2,54.22
8.05,high,clear,16,62.39
8.02,low,rain,11,54.12
5.12,medium,rain,3,40.23
4.58,high,cloudy,19,38.63
3.73,low,rain,15,22.1
1.59,low,cloudy,23,10.0
3.05,medium,cloudy,9,21.4
3.22,high,clear,6,25.56
5.36,medium,clear,9,31.92
7.73,medium,clear,6,46.07
5.26,low,clear,22,22.3
1.52,low,cloudy,17,10.0
9.62,high,clear,8,73.67
9.48,low,clear,21,44.98
8.07,medium,clear,17,50.43
9.92,high,clear,16,77.48
5.9,low,clear,10,26.61
9.66,medium,rain,0,79.65
1.68,low,cloudy,16,10.0
4.29,medium,cloudy,3,25.55
3.03,low,clear,3,13.68
2.76,medium,clear,13,13.48
2.27,low,clear,8,10.0
6.6,medium,rain,12,57.33
8.03,medium,clear,15,48.62
6.2,low,clear,0,26.05
2.32,medium,cloudy,2,14.78
8.3,low,clear,18,35.68
6.72,medium,clear,7,39.19
4.49,low,clear,17,22.29
7.07,medium,clear,5,42.67
3.34,low,clear,19,20.0
4.11,medium,clear,5,26.43
9.26,low,cloudy,4,46.25
3.61,medium,cloudy,11,24.58
5.23,low,clear,8,23.13
9.01,high,rain,8,94.24
7.37,high,clear,16,58.99
1.56,low,clear,18,10.0
2.33,medium,clear,16,13.15
1.07,low,cloudy,21,10.0
6.68,low,clear,15,32.54
5.03,medium,cloudy,11,34.06
2.21,medium,cloudy,2,11.3
9.62,medium,clear,13,56.76
5.77,low,cloudy,16,28.23
3.18,low,rain,21,22.26
5.51,low,clear,15,26.86
7.12,medium,clear,20,44.29
1.69,medium,cloudy,11,10.0
3.47,medium,cloudy,23,20.76
8.26,low,clear,1,39.4
5.14,low,clear,7,21.95
5.92,low,clear,11,23.6
4.9,low,clear,20,23.12
1.4,low,clear,15,10.0
2.49,high,rain,7,30.25
5.01,high,cloudy,15,42.75
2.88,medium,clear,9,17.17
1.45,medium,cloudy,19,10.0
8.59,low,rain,14,57.3
9.83,high,clear,3,75.92
8.14,low,clear,14,35.81
8.68,high,clear,3,64.81
3.18,medium,cloudy,10,20.32
9.65,low,clear,5,41.47
2.77,high,rain,3,31.72
9.56,low,clear,8,39.4
9.95,medium,clear,8,57.93
7.41,medium,clear,2,44.57
9.83,low,clear,22,44.92
6.13,medium,cloudy,4,38.01
3.34,medium,rain,14,28.68
4.93,medium,clear,8,27.07
6.34,low,rain,1,39.9
1.66,high,cloudy,2,15.27
6.6,low,clear,20,30.63
9.83,low,cloudy,11,47.31
2.71,low,clear,15,14.59
8.13,low,clear,4,36.76
9.17,low,clear,9,42.75
9.49,high,cloudy,14,82.92
9.64,low,clear,13,45.62
5.69,low,cloudy,13,30.41
9.8,low,cloudy,22,48.9
7.82,medium,clear,12,47.33
2.46,high,clear,15,19.25
5.29,low,clear,7,21.39
7.46,low,clear,7,34.18
3.23,low,clear,16,15.05
6.77,low,clear,16,31.63
7.0,low,clear,2,31.24
2.46,medium,clear,0,12.87
6.09,low,clear,16,28.72
7.94,medium,clear,23,43.82
5.49,low,cloudy,15,30.09
1.11,high,rain,16,11.43
1.08,high,clear,1,10.0
4.21,medium,clear,13,25.75
9.34,low,clear,6,43.21
3.06,low,clear,18,10.95
6.71,medium,clear,0,40.9
3.0,medium,cloudy,16,19.91
3.9,medium,rain,9,30.67
8.63,high,clear,5,64.52
7.56,high,cloudy,6,62.95
1.86,low,clear,5,10.0
4.86,medium,clear,4,31.88
1.26,low,clear,1,10.0
5.33,low,clear,17,24.89
6.96,medium,clear,23,40.27
2.07,low,clear,16,10.0
3.6,high,clear,23,29.06
4.58,low,clear,22,24.13
9.28,medium,cloudy,6,58.58
9.94,medium,rain,20,79.17
1.4,medium,clear,18,11.29
7.85,low,clear,6,31.75
4.35,high,clear,22,31.26
4.53,medium,rain,6,36.61
7.79,medium,clear,15,42.45
9.27,low,clear,11,43.94
9.56,medium,clear,14,57.64
6.19,high,clear,14,46.2
4.21,medium,clear,10,27.19
8.09,high,rain,1,89.54
3.26,medium,rain,2,26.47
6.08,low,clear,18,26.46
4.23,low,clear,19,23.55
6.91,low,clear,14,32.54
3.16,medium,clear,15,19.0
2.72,high,rain,0,31.86
9.26,low,clear,14,42.27
1.92,medium,clear,11,10.22
5.55,medium,clear,6,32.63
2.99,medium,cloudy,6,21.32
1.35,low,cloudy,10,10.0
1.32,low,clear,19,10.0
2.58,low,clear,10,14.38
8.8,low,clear,16,38.58
3.54,low,rain,2,25.39
9.55,low,clear,15,45.8
6.23,medium,clear,4,36.31
4.93,low,clear,1,21.05
6.22,high,cloudy,22,51.77
5.65,low,clear,6,30.75
7.83,low,clear,9,38.98
3.54,low,clear,4,16.18
4.18,low,cloudy,14,19.47
9.05,high,cloudy,11,76.39
9.52,low,rain,9,60.46
9.03,high,clear,21,66.59
4.78,high,clear,16,36.73
8.02,medium,rain,19,68.33
5.29,medium,clear,19,27.35
5.48,medium,cloudy,10,36.92
2.84,low,cloudy,7,16.81
6.32,medium,clear,14,35.85
2.68,low,clear,1,15.45
3.98,low,cloudy,16,18.32
8.7,medium,cloudy,22,56.87
2.86,medium,clear,5,16.12
1.64,high,clear,20,11.93
1.62,low,clear,12,10.0
9.47,high,clear,7,73.84
5.56,low,clear,10,26.72
4.68,low,clear,14,20.93
8.3,low,rain,12,49.57
8.52,medium,cloudy,17,55.63
3.99,low,cloudy,17,20.59
7.24,medium,clear,16,41.92
7.94,high,clear,21,64.48
6.89,medium,rain,12,53.3
2.36,medium,clear,2,10.0
8.88,high,clear,20,66.47
5.85,medium,clear,23,35.64
3.54,medium,rain,6,26.88
4.83,low,rain,11,28.47
1.34,high,clear,3,12.15
2.15,medium,rain,23,18.53
7.89,low,clear,10,36.26
1.0,low,clear,13,10.0
4.75,high,cloudy,17,39.12
5.7,low,rain,6,35.15
1.49,high,clear,4,13.02
9.76,low,clear,15,41.23
3.04,high,cloudy,10,21.3
3.74,low,cloudy,21,17.65
3.74,medium,rain,2,32.49
3.07,high,clear,15,24.0
1.01,medium,rain,10,10.0
7.56,medium,rain,9,57.88
9.7,low,clear,22,44.28
3.02,low,cloudy,22,16.26
6.97,low,clear,1,28.66
7.68,medium,clear,15,46.65
8.64,low,cloudy,16,42.54
4.8,low,clear,9,27.74
3.73,medium,clear,17,17.47
3.93,medium,rain,11,34.92
7.41,medium,clear,7,42.56
8.35,low,clear,2,34.34
2.63,low,rain,19,15.52
4.34,high,clear,23,33.76
9.12,low,clear,2,43.11
8.26,high,clear,5,66.63
9.86,high,clear,1,78.27
7.79,high,cloudy,2,63.62
4.54,low,cloudy,16,24.73
6.32,high,clear,8,49.13
6.95,high,cloudy,3,57.18
1.71,medium,clear,21,10.0
5.9,low,clear,22,25.13
7.38,low,cloudy,1,36.61
2.51,low,cloudy,23,10.97
8.03,medium,clear,8,44.92
6.25,medium,clear,13,37.52
9.57,low,clear,10,44.32
1.38,medium,clear,1,10.0
3.39,low,clear,20,17.99
6.41,medium,cloudy,1,40.73
3.67,high,clear,4,27.47
7.43,low,cloudy,6,38.1
7.83,low,clear,21,34.97
1.92,low,clear,3,10.0
5.62,medium,clear,13,27.84
5.58,medium,clear,1,32.68
4.32,high,rain,22,42.61
9.4,low,clear,11,39.86
8.45,high,clear,9,61.97
7.27,low,cloudy,0,33.9
7.43,medium,cloudy,18,46.71
5.16,low,clear,22,22.25
9.29,high,clear,15,72.4
7.25,medium,cloudy,14,47.1
7.56,medium,rain,13,58.11
8.76,high,rain,8,93.99
3.47,low,clear,20,16.25
8.26,low,rain,22,51.38
2.76,high,clear,14,20.99
4.11,low,clear,6,18.88
4.02,low,cloudy,3,21.43
9.81,medium,clear,20,54.24
8.71,medium,clear,17,50.46
7.31,low,clear,7,35.91
7.54,low,clear,11,36.76
6.06,low,cloudy,14,31.7
9.52,medium,cloudy,14,62.33
5.47,high,clear,16,45.15
4.42,high,clear,1,37.65
2.47,medium,rain,11,19.97
8.08,low,cloudy,2,38.06
7.61,high,clear,6,57.68
4.46,medium,rain,5,42.72
1.23,low,cloudy,13,10.0
8.55,high,clear,22,64.47
1.1,high,clear,4,10.0
7.33,medium,clear,3,43.13
9.73,medium,cloudy,14,60.21
4.94,low,clear,6,22.01
3.11,low,clear,2,10.09
7.34,medium,clear,12,44.17
8.35,low,rain,9,55.05
5.92,medium,clear,22,33.86
9.7,high,rain,1,103.62
1.47,high,rain,11,15.42
5.54,medium,clear,23,32.77
7.47,high,clear,21,57.07
8.76,high,clear,11,68.55
2.61,medium,rain,18,23.84
8.2,low,clear,18,35.27
5.97,low,clear,20,26.25
4.57,low,clear,2,22.37
2.19,low,clear,5,10.0
8.79,low,rain,1,51.44
2.42,low,cloudy,23,12.43
3.79,medium,rain,12,32.03
3.61,high,clear,8,26.17
8.84,low,clear,12,38.62
7.05,medium,rain,22,56.22
8.17,medium,clear,13,46.06
3.25,low,rain,18,21.86
6.62,high,clear,10,48.28
6.15,medium,clear,13,35.45
8.5,low,cloudy,15,40.26
9.15,high,rain,9,95.09
1.11,low,rain,19,10.0
7.07,medium,clear,15,40.32
1.47,low,clear,1,10.0
5.94,high,clear,15,42.42
3.59,medium,cloudy,13,21.62
3.76,medium,cloudy,20,25.71
4.18,low,clear,17,23.98
6.59,medium,rain,5,50.02
4.01,high,cloudy,6,33.34
7.59,medium,cloudy,12,49.67
4.64,medium,clear,1,25.91
1.62,medium,clear,14,11.18
8.05,high,rain,16,84.48
3.57,medium,clear,12,21.19
4.89,high,rain,6,51.33
7.17,high,rain,0,79.23
3.99,medium,cloudy,2,24.32
1.51,low,clear,19,10.0
4.37,medium,clear,17,27.46
9.5,high,clear,6,70.62
6.78,low,clear,20,30.65
7.04,medium,clear,16,37.54
6.69,high,clear,11,49.0
2.79,low,clear,15,13.32
4.77,medium,clear,23,25.92
7.76,low,clear,9,33.83
1.91,low,clear,22,10.0
3.5,high,clear,15,25.62
3.49,low,cloudy,19,18.92
4.89,low,clear,17,22.44
9.82,high,clear,14,75.99
1.61,low,cloudy,22,10.45
5.67,high,cloudy,10,48.35
2.61,high,clear,17,23.04
9.74,low,cloudy,5,50.04
2.02,low,rain,0,11.68
4.63,medium,cloudy,22,32.38
7.64,medium,clear,6,45.22
7.34,low,cloudy,11,35.54
4.8,medium,clear,19,28.64
4.12,low,clear,3,20.76
4.58,high,rain,9,49.96
3.38,low,clear,20,18.85
2.85,low,rain,1,20.13
5.35,low,clear,8,25.12
3.42,high,rain,9,34.58
3.59,medium,clear,19,20.64
6.91,high,clear,10,53.0
9.72,low,clear,13,45.13
6.43,low,clear,2,30.21
1.69,low,clear,0,10.0
1.68,medium,cloudy,6,11.05
9.56,medium,clear,3,57.37
3.68,medium,cloudy,6,21.96
1.83,low,clear,15,11.63
6.39,high,clear,9,44.79
6.61,low,rain,14,44.55
6.84,high,clear,15,52.24
3.41,low,cloudy,5,18.88
1.14,medium,cloudy,3,10.0
9.69,low,clear,3,44.3
3.26,medium,rain,23,27.81
7.08,medium,cloudy,22,47.18
7.36,medium,clear,3,42.4
6.49,medium,rain,21,55.22
3.82,medium,clear,21,20.18
3.44,medium,clear,16,20.11
6.38,high,rain,12,70.0
8.79,low,cloudy,1,45.5
9.52,medium,cloudy,19,62.18
1.95,medium,cloudy,5,11.76
2.39,low,cloudy,21,13.62
9.5,medium,rain,0,76.47
7.63,low,clear,7,37.84
8.95,low,clear,17,40.11
2.82,low,clear,20,10.0
6.29,low,cloudy,3,28.75
7.31,medium,clear,4,42.85
7.12,medium,clear,4,41.93
4.67,high,clear,14,39.66
1.14,medium,rain,9,10.0
6.25,low,cloudy,7,31.02
3.28,high,clear,6,22.97
5.05,high,clear,11,37.65
9.62,medium,clear,10,59.64
4.59,medium,clear,12,24.58
8.56,high,clear,14,66.66
2.7,medium,rain,16,22.9
7.05,high,rain,21,75.46
9.79,low,clear,21,45.09
1.92,low,clear,17,10.0
1.07,medium,clear,7,10.0
4.9,medium,clear,5,32.51
1.83,high,clear,10,14.09
7.74,high,clear,8,64.06
9.23,low,clear,4,40.74
4.91,low,cloudy,6,25.11
3.33,high,cloudy,21,30.89
4.91,medium,cloudy,14,30.68
7.51,low,clear,20,31.03
1.08,medium,rain,21,10.0
6.31,medium,rain,3,55.8
6.52,high,clear,18,48.82
6.74,medium,clear,12,39.06
3.18,low,clear,0,12.08
7.43,high,clear,0,58.74
1.82,medium,clear,21,10.0
2.79,medium,clear,13,15.34
8.9,low,clear,8,40.65
7.65,medium,clear,23,42.62
1.12,low,clear,11,10.0
3.24,low,rain,17,23.22
2.93,medium,clear,8,18.0
3.44,low,cloudy,7,17.29
3.23,medium,clear,13,19.33
1.56,low,clear,8,10.0
5.13,medium,clear,19,34.0
7.59,low,clear,1,32.53
6.46,low,clear,0,29.49
7.06,low,clear,12,32.0
1.73,high,clear,9,15.25
9.56,high,cloudy,7,82.65
8.55,low,clear,6,38.41
8.25,high,cloudy,23,70.01
8.41,medium,clear,11,49.86
9.39,high,cloudy,16,74.47
5.9,low,clear,11,23.37
2.8,medium,cloudy,15,16.81
6.55,low,rain,9,40.14
7.69,low,rain,11,46.05
7.64,high,clear,10,59.95
5.69,medium,rain,13,46.61
1.62,low,clear,21,10.0
4.34,low,rain,19,24.83
9.29,medium,clear,12,54.26
6.26,medium,clear,1,31.37
5.84,low,clear,19,25.95
3.42,high,clear,6,26.29
4.32,low,cloudy,0,21.87
9.06,low,rain,2,53.95
7.0,high,cloudy,19,59.35
8.09,low,cloudy,11,37.96
5.09,low,cloudy,4,23.57
6.67,medium,clear,11,40.46
3.24,high,clear,2,28.81
7.35,low,clear,19,33.18
4.85,high,clear,4,35.47
4.98,high,clear,0,38.47
6.84,low,clear,15,32.66
9.43,medium,clear,8,56.41
1.58,low,clear,9,12.6
8.42,medium,rain,9,67.53
3.63,high,clear,12,28.27
5.0,high,clear,15,41.35
1.2,low,clear,19,10.0
3.71,medium,clear,3,17.8
5.52,medium,clear,13,32.29
1.51,low,clear,16,10.0
5.42,low,clear,4,30.17
9.34,low,clear,12,43.44
1.95,medium,clear,2,10.67
7.88,medium,clear,4,44.08
4.69,low,cloudy,15,27.65
6.9,high,clear,18,54.24
3.34,high,clear,18,23.85
2.44,medium,clear,16,13.87
2.44,low,cloudy,17,12.7
1.63,medium,clear,17,10.62
2.67,low,cloudy,22,11.42
6.98,low,cloudy,7,33.32
8.94,medium,clear,17,48.99
8.33,low,clear,8,39.56
7.17,low,clear,18,31.58
1.99,low,clear,9,10.0
3.6,low,clear,1,19.04
3.79,low,clear,16,17.49
3.25,high,clear,23,24.64
5.64,low,clear,12,25.77
5.82,low,cloudy,10,28.94
4.21,low,clear,15,21.44
4.18,high,rain,19,45.39
8.46,medium,rain,6,68.2
8.1,low,rain,2,53.13
3.77,high,cloudy,15,34.19
9.22,low,clear,18,38.81
9.58,low,clear,19,46.18
3.94,low,clear,15,18.46
4.19,low,clear,1,19.42
5.55,low,cloudy,13,29.49
9.47,medium,rain,19,76.43
8.89,low,clear,9,41.91
1.92,medium,clear,18,10.48
4.53,low,clear,23,17.44
5.98,low,clear,10,24.91
5.53,medium,clear,17,33.48
2.74,high,clear,10,19.07
8.73,low,cloudy,8,46.43
7.09,medium,clear,18,43.86
8.54,low,rain,19,56.47
8.73,low,cloudy,9,43.46
7.74,low,cloudy,2,38.83
4.95,low,clear,2,19.89
6.49,low,rain,23,42.88
2.44,low,cloudy,7,12.84
7.06,high,clear,5,55.14
2.61,low,clear,19,15.12
7.25,medium,rain,0,58.17
3.07,low,clear,19,13.56
2.06,medium,clear,23,12.7
2.49,medium,clear,5,12.7
1.02,low,cloudy,1,10.0
7.47,low,cloudy,18,37.96
7.59,medium,clear,6,43.75
5.63,high,clear,10,45.69
2.45,low,rain,10,12.41
1.75,low,cloudy,3,10.91
1.17,high,rain,19,13.85
2.49,low,clear,15,10.07
9.02,medium,clear,4,50.92
3.17,low,clear,23,10.1
4.19,low,cloudy,6,19.15
1.95,medium,clear,15,13.5
3.0,medium,clear,14,17.44
5.67,low,clear,4,27.84
6.47,medium,clear,0,36.61
3.21,high,cloudy,19,28.43
1.52,medium,clear,21,10.0
4.52,low,cloudy,21,20.44
3.11,medium,rain,8,25.26
2.98,medium,clear,20,16.1
9.64,high,cloudy,4,78.03
6.55,medium,rain,21,53.28
6.01,low,rain,5,38.08
4.74,medium,clear,2,30.27
4.86,medium,clear,5,30.3
5.87,low,clear,7,28.85
7.27,medium,cloudy,5,48.22
7.32,low,cloudy,15,36.9
2.55,medium,cloudy,15,13.95
5.5,low,clear,20,25.05
4.71,medium,clear,2,28.75
8.83,high,clear,16,70.46
6.68,high,clear,20,52.47
5.79,high,cloudy,5,51.2
2.04,high,clear,5,13.54
6.45,low,clear,21,28.37
2.05,medium,clear,18,12.85
4.03,medium,clear,19,25.9
2.29,high,clear,14,17.23
7.23,low,clear,18,32.37
2.86,high,clear,1,23.25
4.53,medium,clear,7,24.25
9.06,high,clear,6,72.52
2.84,low,cloudy,7,12.3
5.57,low,clear,12,21.23
4.77,high,cloudy,21,40.16
1.16,low,cloudy,14,10.0
8.13,high,clear,11,63.37
1.62,low,rain,14,11.71
5.27,medium,clear,13,30.91
6.05,low,cloudy,6,29.64
6.66,medium,rain,16,51.46
7.2,medium,rain,4,54.45
3.28,low,clear,19,15.15
1.09,low,clear,9,10.0
7.51,low,clear,18,34.48
5.82,medium,cloudy,17,38.7
8.53,medium,cloudy,23,58.06
8.39,medium,clear,9,49.74
8.59,medium,clear,1,50.01
5.37,medium,cloudy,5,32.92
4.0,low,clear,2,22.04
8.12,low,rain,18,52.21
5.06,low,cloudy,4,23.16
2.65,high,clear,6,17.93
8.69,high,cloudy,6,75.63
8.94,low,clear,9,38.16
5.2,medium,clear,0,34.13
1.68,high,rain,10,12.48
4.49,medium,rain,22,39.62
8.23,low,clear,6,38.01
9.12,low,clear,5,41.28
2.83,medium,clear,5,16.2
1.6,high,clear,12,16.02
8.9,medium,clear,15,53.48
4.5,low,clear,12,18.44
5.88,low,clear,1,23.02
9.71,high,clear,18,74.64
1.6,high,clear,18,12.24
6.83,medium,rain,18,52.9
1.67,medium,cloudy,17,10.64
4.38,low,clear,5,18.56
8.23,high,clear,1,62.98
4.9,high,clear,18,38.94
9.97,low,clear,5,47.85
6.03,medium,clear,19,37.09
3.89,low,cloudy,22,17.81
2.98,low,cloudy,21,15.49
4.15,low,cloudy,14,20.67
4.35,low,clear,5,16.91
1.62,low,rain,2,11.0
4.33,medium,rain,10,39.18
5.18,medium,clear,7,30.37
7.5,medium,clear,21,40.69
6.91,low,clear,17,31.16
7.38,low,clear,16,30.78
1.08,medium,cloudy,18,10.0
2.96,low,clear,18,14.37
6.96,low,clear,23,30.98
5.36,high,clear,20,40.34
1.05,medium,clear,16,10.0
8.24,high,rain,3,88.27
7.96,medium,clear,6,45.02
5.94,low,cloudy,4,26.63
1.6,medium,clear,15,11.64
7.9,low,clear,5,34.78
6.25,medium,clear,13,36.9
8.04,low,cloudy,19,40.37
7.77,high,clear,1,60.08
8.23,low,clear,17,34.69
5.66,high,clear,17,39.95
2.26,high,clear,12,16.11
7.04,medium,rain,17,58.45
6.58,medium,clear,16,37.04
7.68,medium,clear,12,44.22
2.53,high,clear,11,23.61
2.75,medium,rain,2,18.83
9.01,high,clear,21,67.42
7.75,medium,cloudy,6,53.66
9.17,high,rain,0,98.12
7.83,medium,clear,4,44.39
6.37,medium,clear,20,39.6
6.89,high,clear,0,52.82
9.0,high,cloudy,3,75.04
6.21,medium,clear,0,36.71
6.69,low,clear,12,28.79
2.41,medium,cloudy,13,13.47
5.27,high,clear,14,40.09
7.45,high,clear,16,54.97
3.44,high,clear,11,26.34
2.82,low,clear,6,13.4
3.82,medium,clear,22,24.05
3.17,medium,clear,18,20.8
2.93,high,rain,22,30.57
4.82,low,clear,2,22.69
9.17,high,rain,17,99.2
5.56,medium,cloudy,3,36.43
2.69,low,clear,2,11.15
1.69,low,cloudy,11,10.0
7.27,low,clear,22,33.72
4.45,medium,rain,11,33.03
8.4,low,rain,16,52.38
6.94,low,clear,5,26.12
8.17,high,clear,14,59.83
3.45,low,clear,1,13.77
7.23,low,clear,7,34.73
3.38,medium,clear,13,21.15
9.45,medium,clear,4,54.17
6.73,high,cloudy,2,58.09
3.92,medium,clear,9,24.71
3.43,high,cloudy,6,28.54
2.72,medium,cloudy,10,14.73
7.25,low,clear,14,32.21
2.97,low,rain,1,18.52
6.36,medium,clear,4,34.74
3.38,low,clear,10,15.94
6.96,medium,cloudy,7,45.35
8.33,medium,clear,12,49.62
8.0,low,clear,10,36.56
7.85,low,rain,16,50.91
2.69,low,rain,14,16.59
1.8,medium,cloudy,0,11.99
7.29,medium,cloudy,18,46.12
4.32,medium,clear,15,24.1
4.89,low,clear,18,24.68
1.28,medium,cloudy,12,10.0
3.34,high,clear,22,27.3
1.3,low,clear,21,10.0
8.91,medium,clear,22,50.62
3.19,high,cloudy,3,27.37
6.02,low,clear,10,24.11
1.35,medium,cloudy,17,10.0
7.0,low,clear,17,29.8
3.91,medium,clear,9,22.43
9.08,low,clear,16,39.25
8.99,high,clear,12,71.98
3.93,medium,rain,13,35.78
9.11,high,clear,6,65.65
9.97,medium,clear,9,59.41
8.43,medium,clear,2,51.03
8.6,medium,clear,1,51.4
3.24,high,clear,18,23.47
6.19,high,clear,6,46.87
1.61,medium,rain,4,11.69
1.85,high,cloudy,2,14.73
9.99,medium,clear,1,56.02
3.94,medium,clear,22,22.82
7.73,medium,clear,21,42.21
8.26,low,clear,5,36.77
8.72,low,cloudy,13,40.67
9.98,low,rain,6,63.29
3.17,medium,clear,21,17.19
1.36,low,cloudy,1,10.0
4.7,medium,clear,10,29.66
2.17,high,clear,20,19.78
1.2,low,clear,2,10.0
4.24,medium,clear,8,23.14
8.05,low,rain,7,50.11
6.1,low,clear,10,28.37
3.82,high,clear,17,25.92
6.89,medium,rain,0,54.46
3.09,high,rain,14,33.35
1.13,low,cloudy,3,10.0
7.88,medium,rain,3,65.29
6.61,low,clear,9,30.63
7.86,low,cloudy,10,39.58
1.35,low,cloudy,17,10.0
8.53,low,rain,22,53.85
6.58,low,cloudy,14,33.9
6.07,low,clear,2,22.84
6.62,high,cloudy,6,58.8
8.78,low,clear,6,35.1
6.28,low,clear,16,26.1
6.23,low,clear,21,27.58
9.92,medium,rain,19,82.59
7.81,low,clear,23,29.15
4.98,high,clear,15,38.04
7.37,high,clear,15,57.97
4.5,low,rain,7,30.34
3.06,medium,clear,2,16.51
6.37,low,cloudy,19,30.93
9.35,medium,rain,14,75.34
9.36,medium,clear,0,53.97
4.08,low,clear,9,16.3
5.75,low,cloudy,1,26.68
2.9,medium,rain,6,24.62
9.96,medium,cloudy,13,64.36
9.83,low,clear,15,45.22
6.85,medium,rain,14,56.53
8.24,medium,clear,6,49.61
7.44,high,clear,12,58.67
6.34,low,cloudy,9,27.9
1.48,high,clear,8,10.0
5.09,medium,cloudy,8,32.29
7.07,low,clear,5,31.77
7.1,medium,rain,23,56.81
4.36,medium,clear,11,27.33
9.48,high,clear,22,76.48
2.51,low,cloudy,19,12.8
5.5,medium,clear,19,32.34
7.22,low,clear,21,34.19
7.27,high,rain,13,74.13
6.84,low,clear,19,30.84
3.48,high,rain,6,39.23
2.41,high,clear,7,17.15
6.72,low,clear,7,27.79
6.39,high,cloudy,7,53.4
2.61,high,cloudy,1,21.84
7.35,low,clear,13,31.26
5.1,medium,clear,9,34.03
7.01,medium,cloudy,17,44.15
8.54,low,clear,17,36.12
2.53,low,clear,17,11.2
1.17,low,clear,15,10.0
8.01,low,clear,19,36.08
6.49,medium,clear,4,38.94
7.3,low,clear,19,31.11
8.54,high,clear,4,68.31
8.23,medium,clear,19,49.27
9.65,low,clear,22,45.52
5.82,medium,cloudy,9,38.18
5.4,medium,clear,16,33.24
4.62,high,rain,12,47.73
2.38,low,cloudy,16,10.8
6.15,low,clear,17,30.37
3.49,high,cloudy,12,32.49
9.29,high,clear,16,68.77
6.25,medium,cloudy,14,40.72
6.34,high,rain,11,67.04
4.19,low,clear,9,17.46
1.47,medium,cloudy,12,10.03
1.29,low,clear,10,10.0
4.81,low,clear,2,22.55
1.76,high,rain,21,18.21
6.46,low,clear,9,30.1
8.93,medium,clear,10,51.52
8.95,high,clear,5,69.29
6.93,low,cloudy,0,37.1
2.9,high,clear,5,18.03
8.77,high,rain,4,95.52
8.97,medium,clear,6,49.4
2.77,low,clear,21,14.92
7.64,low,cloudy,11,36.54
3.58,medium,clear,11,18.51
8.22,low,cloudy,6,42.08
9.98,low,clear,1,45.64
1.27,high,clear,0,10.0
9.08,low,clear,22,38.35
6.6,medium,rain,17,53.68
9.76,low,clear,11,41.51
5.19,medium,cloudy,6,31.27
8.63,high,clear,18,66.25
1.56,low,clear,21,10.0
4.02,low,clear,2,18.94
1.6,medium,rain,9,16.08
9.78,medium,cloudy,10,62.64
8.35,medium,cloudy,4,53.99
8.67,low,clear,1,43.05
9.44,low,clear,7,40.1
1.77,high,clear,13,15.92
4.47,high,rain,7,50.02
1.64,medium,clear,22,11.3
2.9,high,clear,5,24.77
3.06,medium,clear,0,18.46
5.22,medium,clear,23,29.37
3.42,low,clear,0,17.58
1.91,medium,rain,7,17.91
2.51,medium,clear,10,16.89
2.33,low,rain,17,14.77
9.76,medium,cloudy,23,61.37
