order_id,restaurant_id,delivery_person_id,distance_km,order_time,delivery_time,traffic_level,weather,vehicle_type,city
4208,193,255,7.52,2024-01-10 07:36:00,2024-01-10 08:44:18,High,Rainy,Bike,Mumbai
4209,106,281,9.75,2024-01-06 19:20:00,2024-01-06 20:29:37,Low,Rainy,Scooter,Bangalore
4210,132,278,6.5,2024-01-03 07:45:00,2024-01-03 08:23:01,Low,Stormy,Scooter,Delhi
4211,170,240,7.58,2024-01-07 11:25:00,2024-01-07 12:16:16,Medium,Rainy,Bike,Chennai
4212,129,237,8.87,2024-01-22 01:11:00,2024-01-22 02:12:36,Low,Rainy,Bike,Chennai
4213,184,212,1.85,2024-01-11 18:53:00,2024-01-11 19:15:51,Medium,Stormy,Car,Hyderabad
4214,140,255,1.48,2024-01-19 20:44:00,2024-01-19 20:54:00,Medium,Stormy,Bike,Delhi
4215,115,287,7.39,2024-01-30 14:35:00,2024-01-30 15:53:42,High,Rainy,Scooter,Delhi
4216,161,230,9.07,2024-01-25 21:42:00,2024-01-25 23:03:01,Medium,Rainy,Car,Delhi
4217,184,228,9.33,2024-01-27 22:23:00,2024-01-27 23:38:03,High,Clear,Car,Mumbai
4218,168,277,7.67,2024-01-19 14:30:00,2024-01-19 16:02:18,High,Stormy,Bike,Mumbai
4219,151,239,7.14,2024-01-30 22:24:00,2024-01-30 23:19:44,Low,Rainy,Scooter,Bangalore
4220,105,285,1.6,2024-01-28 09:39:00,2024-01-28 09:49:00,Medium,Clear,Car,Hyderabad
4221,137,296,4.87,2024-01-28 06:00:00,2024-01-28 06:48:28,High,Clear,Car,Mumbai
4222,190,246,8.89,2024-01-13 15:49:00,2024-01-13 17:09:05,High,Rainy,Bike,Mumbai
4223,192,266,2.88,2024-01-03 05:02:00,2024-01-03 05:23:35,Low,Rainy,Car,Hyderabad
4224,138,236,6.09,2024-01-07 07:55:00,2024-01-07 09:06:23,High,Rainy,Car,Chennai
4225,110,228,4.31,2024-01-04 07:53:00,2024-01-04 08:25:34,High,Clear,Scooter,Chennai
4226,150,253,7.92,2024-01-03 09:48:00,2024-01-03 10:31:40,Low,Clear,Car,Mumbai
4227,188,240,5.04,2024-01-01 09:07:00,2024-01-01 09:53:39,Medium,Stormy,Car,Bangalore
4228,192,275,3.89,2024-01-21 08:08:00,2024-01-21 08:35:43,High,Clear,Scooter,Chennai
4229,149,299,2.75,2024-01-10 05:04:00,2024-01-10 05:20:19,Medium,Clear,Scooter,Chennai
4230,176,294,1.49,2024-01-23 23:35:00,2024-01-23 23:53:31,Medium,Stormy,Bike,Chennai
4231,163,284,6.52,2024-01-09 00:53:00,2024-01-09 01:48:13,Medium,Rainy,Scooter,Chennai
4232,176,249,4.6,2024-01-10 14:50:00,2024-01-10 15:27:32,Medium,Stormy,Bike,Chennai
4233,147,221,4.28,2024-01-24 21:42:00,2024-01-24 22:17:21,High,Rainy,Scooter,Delhi
4234,122,296,9.85,2024-01-28 11:39:00,2024-01-28 12:43:41,Low,Rainy,Scooter,Hyderabad
4235,112,233,1.94,2024-01-08 03:40:00,2024-01-08 03:50:00,Medium,Clear,Scooter,Delhi
4236,172,230,3.83,2024-01-29 16:28:00,2024-01-29 16:55:17,Low,Stormy,Bike,Chennai
4237,150,207,1.19,2024-01-28 00:33:00,2024-01-28 00:46:25,Medium,Clear,Bike,Hyderabad
4238,129,258,6.05,2024-01-17 03:06:00,2024-01-17 03:43:11,Medium,Clear,Bike,Bangalore
4239,162,221,2.55,2024-01-13 07:44:00,2024-01-13 07:56:35,Low,Clear,Scooter,Mumbai
4240,131,208,2.3,2024-01-01 15:07:00,2024-01-01 15:33:11,High,Rainy,Bike,Delhi
4241,188,294,7.47,2024-01-17 22:49:00,2024-01-17 23:42:35,Medium,Rainy,Scooter,Bangalore
4242,110,231,9.45,2024-01-03 08:05:00,2024-01-03 09:32:28,High,Rainy,Bike,Hyderabad
4243,169,204,6.93,2024-01-08 15:47:00,2024-01-08 16:39:30,Low,Stormy,Bike,Hyderabad
4244,142,215,7.96,2024-01-27 12:50:00,2024-01-27 14:15:17,High,Stormy,Car,Hyderabad
4245,138,209,5.91,2024-01-24 03:14:00,2024-01-24 04:07:31,Medium,Stormy,Scooter,Chennai
4246,145,265,9.57,2024-01-14 06:44:00,2024-01-14 08:27:53,High,Stormy,Car,Chennai
4247,144,221,8.71,2024-01-09 05:22:00,2024-01-09 06:28:09,Low,Rainy,Scooter,Chennai
4248,184,256,3.0,2024-01-23 22:28:00,2024-01-23 22:55:09,High,Rainy,Scooter,Mumbai
4249,141,206,4.35,2024-01-27 21:50:00,2024-01-27 22:24:38,Low,Rainy,Car,Bangalore
4250,187,218,7.02,2024-01-09 05:46:00,2024-01-09 06:45:05,High,Clear,Scooter,Hyderabad
4251,105,273,5.96,2024-01-23 08:01:00,2024-01-23 08:48:05,Medium,Rainy,Car,Bangalore
4252,165,209,4.78,2024-01-15 20:40:00,2024-01-15 21:15:08,Low,Stormy,Car,Hyderabad
4253,170,249,8.99,2024-01-14 10:12:00,2024-01-14 11:26:58,Medium,Stormy,Bike,Chennai
4254,149,207,8.73,2024-01-06 13:08:00,2024-01-06 14:31:26,High,Rainy,Scooter,Mumbai
4255,143,244,4.75,2024-01-15 22:03:00,2024-01-15 22:39:56,Medium,Rainy,Scooter,Mumbai
4256,158,214,2.8,2024-01-08 10:31:00,2024-01-08 10:49:45,Low,Stormy,Scooter,Bangalore
4257,156,263,6.38,2024-01-07 14:35:00,2024-01-07 15:12:01,Low,Clear,Car,Delhi
4258,137,216,5.51,2024-01-07 09:20:00,2024-01-07 10:17:21,High,Stormy,Bike,Hyderabad
4259,128,244,4.5,2024-01-26 23:58:00,2024-01-27 00:40:18,High,Rainy,Car,Hyderabad
4260,148,208,7.32,2024-01-21 21:50:00,2024-01-21 22:41:49,Medium,Clear,Bike,Delhi
4261,121,298,5.55,2024-01-11 22:20:00,2024-01-11 23:03:56,Medium,Clear,Bike,Chennai
4262,182,244,4.93,2024-01-18 02:01:00,2024-01-18 02:46:00,High,Clear,Scooter,Hyderabad
4263,112,262,4.04,2024-01-14 13:25:00,2024-01-14 13:59:24,Medium,Clear,Bike,Mumbai
4264,176,200,1.9,2024-01-18 14:16:00,2024-01-18 14:43:33,High,Stormy,Scooter,Bangalore
4265,163,256,1.11,2024-01-16 01:08:00,2024-01-16 01:22:46,Medium,Stormy,Scooter,Delhi
4266,124,294,2.52,2024-01-04 20:58:00,2024-01-04 21:25:28,High,Stormy,Bike,Hyderabad
4267,141,246,4.01,2024-01-30 00:38:00,2024-01-30 01:17:52,Medium,Rainy,Car,Mumbai
4268,102,289,9.52,2024-01-01 07:04:00,2024-01-01 08:40:39,High,Rainy,Car,Mumbai
4269,137,253,2.97,2024-01-09 11:58:00,2024-01-09 12:14:19,Low,Clear,Car,Mumbai
4270,152,289,6.93,2024-01-07 20:09:00,2024-01-07 21:07:16,High,Clear,Bike,Delhi
4271,153,217,7.86,2024-01-29 22:04:00,2024-01-29 23:17:32,Medium,Stormy,Car,Hyderabad
4272,127,215,9.29,2024-01-06 01:56:00,2024-01-06 02:42:47,Low,Clear,Scooter,Delhi
4273,141,297,1.75,2024-01-21 21:41:00,2024-01-21 21:51:00,Low,Rainy,Bike,Bangalore
4274,191,202,1.09,2024-01-11 21:25:00,2024-01-11 21:38:19,Low,Clear,Scooter,Bangalore
4275,112,242,2.47,2024-01-15 21:06:00,2024-01-15 21:42:43,High,Stormy,Bike,Chennai
4276,101,267,4.11,2024-01-18 03:27:00,2024-01-18 04:05:42,High,Clear,Scooter,Chennai
4277,111,231,1.75,2024-01-30 15:52:00,2024-01-30 16:06:06,Medium,Rainy,Scooter,Bangalore
4278,157,239,9.67,2024-01-10 18:56:00,2024-01-10 20:42:09,High,Stormy,Scooter,Mumbai
4279,128,284,8.96,2024-01-07 11:55:00,2024-01-07 13:06:39,Medium,Rainy,Bike,Mumbai
4280,116,272,4.37,2024-01-27 02:35:00,2024-01-27 03:05:00,High,Clear,Car,Chennai
4281,179,262,4.03,2024-01-23 19:07:00,2024-01-23 19:44:43,High,Clear,Car,Chennai
4282,181,258,1.76,2024-01-11 01:04:00,2024-01-11 01:20:57,Medium,Clear,Car,Delhi
4283,147,274,3.43,2024-01-26 15:34:00,2024-01-26 16:01:26,Medium,Clear,Car,Mumbai
4284,152,244,9.1,2024-01-13 02:30:00,2024-01-13 03:50:10,Medium,Stormy,Scooter,Chennai
4285,139,269,2.73,2024-01-26 01:48:00,2024-01-26 02:13:19,Low,Rainy,Bike,Chennai
4286,171,218,1.72,2024-01-17 00:22:00,2024-01-17 00:40:16,Medium,Stormy,Scooter,Mumbai
4287,191,292,9.54,2024-01-18 17:45:00,2024-01-18 19:18:14,Medium,Stormy,Car,Chennai
4288,184,281,2.22,2024-01-20 05:40:00,2024-01-20 06:02:54,Medium,Stormy,Bike,Hyderabad
4289,181,274,9.73,2024-01-27 18:48:00,2024-01-27 20:03:03,High,Clear,Scooter,Chennai
4290,103,233,6.41,2024-01-23 21:35:00,2024-01-23 22:24:46,Medium,Rainy,Bike,Bangalore
4291,193,251,2.38,2024-01-12 17:28:00,2024-01-12 17:45:54,High,Stormy,Bike,Delhi
4292,106,244,6.18,2024-01-03 15:14:00,2024-01-03 16:00:44,Medium,Clear,Bike,Hyderabad
4293,117,236,8.94,2024-01-21 21:47:00,2024-01-21 23:00:00,Medium,Stormy,Car,Hyderabad
4294,145,211,3.75,2024-01-14 10:31:00,2024-01-14 11:22:26,High,Stormy,Car,Bangalore
4295,161,253,8.94,2024-01-23 22:55:00,2024-01-24 00:26:34,High,Stormy,Car,Chennai
4296,139,213,5.73,2024-01-19 21:24:00,2024-01-19 22:15:40,Medium,Rainy,Car,Delhi
4297,199,260,7.0,2024-01-29 09:51:00,2024-01-29 10:40:24,Low,Stormy,Bike,Mumbai
4298,148,262,4.65,2024-01-19 20:32:00,2024-01-19 21:17:53,Medium,Rainy,Bike,Mumbai
4299,144,252,9.83,2024-01-22 00:13:00,2024-01-22 01:33:30,Medium,Rainy,Scooter,Bangalore
4300,149,242,5.16,2024-01-30 13:17:00,2024-01-30 14:01:15,Medium,Stormy,Bike,Mumbai
4301,171,227,8.25,2024-01-13 22:43:00,2024-01-13 23:47:08,Low,Rainy,Car,Mumbai
4302,196,296,4.62,2024-01-27 17:33:00,2024-01-27 18:02:07,Medium,Clear,Car,Mumbai
4303,118,246,3.99,2024-01-10 04:19:00,2024-01-10 04:58:05,High,Clear,Car,Bangalore
4304,113,278,8.34,2024-01-29 07:30:00,2024-01-29 08:41:35,High,Clear,Bike,Chennai
4305,183,231,1.4,2024-01-10 00:32:00,2024-01-10 00:42:00,Medium,Clear,Car,Delhi
4306,150,279,5.6,2024-01-14 09:15:00,2024-01-14 09:56:04,Low,Stormy,Scooter,Hyderabad
4307,193,296,9.88,2024-01-14 16:23:00,2024-01-14 17:49:10,Medium,Rainy,Bike,Bangalore
4308,148,297,5.49,2024-01-19 00:43:00,2024-01-19 01:26:07,Medium,Clear,Bike,Chennai
4309,114,225,3.45,2024-01-14 15:34:00,2024-01-14 15:57:03,Medium,Clear,Bike,Hyderabad
4310,109,202,8.94,2024-01-12 07:52:00,2024-01-12 09:30:16,High,Stormy,Car,Hyderabad
4311,194,287,1.8,2024-01-27 01:25:00,2024-01-27 01:40:58,Medium,Rainy,Bike,Bangalore
4312,115,251,9.15,2024-01-02 21:03:00,2024-01-02 22:01:30,Low,Rainy,Scooter,Delhi
4313,103,295,4.36,2024-01-06 17:12:00,2024-01-06 18:01:42,High,Stormy,Car,Bangalore
4314,142,280,4.6,2024-01-26 11:45:00,2024-01-26 12:25:36,High,Clear,Car,Mumbai
4315,152,224,8.8,2024-01-03 13:49:00,2024-01-03 14:38:01,Low,Clear,Bike,Bangalore
4316,194,212,7.23,2024-01-08 03:56:00,2024-01-08 04:58:21,Medium,Rainy,Bike,Chennai
4317,151,284,3.83,2024-01-29 07:00:00,2024-01-29 07:33:30,Medium,Stormy,Car,Bangalore
4318,118,211,1.46,2024-01-08 03:31:00,2024-01-08 03:46:22,Low,Stormy,Car,Mumbai
4319,178,215,7.73,2024-01-29 07:11:00,2024-01-29 08:36:19,High,Stormy,Scooter,Delhi
4320,130,275,7.63,2024-01-27 12:50:00,2024-01-27 13:42:35,Low,Rainy,Bike,Bangalore
4321,154,265,1.81,2024-01-22 02:36:00,2024-01-22 02:51:08,High,Stormy,Car,Delhi
4322,116,268,1.92,2024-01-29 06:27:00,2024-01-29 06:37:00,Medium,Rainy,Scooter,Hyderabad
4323,197,228,5.09,2024-01-02 23:50:00,2024-01-03 00:30:41,Medium,Clear,Car,Mumbai
4324,199,290,7.97,2024-01-26 17:19:00,2024-01-26 18:07:06,Low,Clear,Scooter,Hyderabad
4325,147,293,9.53,2024-01-04 19:01:00,2024-01-04 20:23:37,High,Clear,Scooter,Delhi
4326,175,202,5.36,2024-01-24 01:28:00,2024-01-24 02:13:06,High,Rainy,Car,Chennai
4327,173,254,8.54,2024-01-08 02:47:00,2024-01-08 03:56:45,High,Clear,Scooter,Bangalore
4328,114,229,8.64,2024-01-05 19:49:00,2024-01-05 21:07:25,High,Rainy,Bike,Bangalore
4329,177,230,7.43,2024-01-14 14:04:00,2024-01-14 15:10:38,High,Clear,Bike,Bangalore
4330,172,245,8.5,2024-01-29 07:37:00,2024-01-29 09:03:19,High,Rainy,Bike,Chennai
4331,160,239,5.39,2024-01-18 04:01:00,2024-01-18 04:38:00,Low,Rainy,Scooter,Chennai
4332,130,264,5.57,2024-01-13 06:30:00,2024-01-13 07:19:51,Low,Stormy,Car,Chennai
4333,161,282,8.61,2024-01-10 15:27:00,2024-01-10 16:51:00,Medium,Stormy,Scooter,Bangalore
4334,112,278,8.55,2024-01-22 11:56:00,2024-01-22 13:05:59,Low,Stormy,Car,Hyderabad
4335,101,224,2.39,2024-01-17 16:31:00,2024-01-17 16:51:13,Medium,Rainy,Scooter,Bangalore
4336,147,209,2.1,2024-01-22 21:35:00,2024-01-22 21:57:29,Low,Stormy,Car,Bangalore
4337,133,231,9.98,2024-01-10 12:50:00,2024-01-10 14:41:25,High,Stormy,Car,Mumbai
4338,180,205,5.1,2024-01-15 15:57:00,2024-01-15 16:41:42,High,Clear,Bike,Chennai
4339,144,244,2.08,2024-01-26 05:26:00,2024-01-26 05:39:10,Low,Clear,Bike,Chennai
4340,118,246,2.59,2024-01-28 23:25:00,2024-01-28 23:50:56,Medium,Stormy,Scooter,Delhi
4341,160,264,9.7,2024-01-21 01:38:00,2024-01-21 03:13:17,High,Rainy,Bike,Mumbai
4342,150,262,7.67,2024-01-26 07:59:00,2024-01-26 08:51:26,Medium,Clear,Scooter,Bangalore
4343,132,299,1.0,2024-01-06 07:42:00,2024-01-06 07:52:00,High,Clear,Car,Mumbai
4344,101,216,3.98,2024-01-30 13:46:00,2024-01-30 14:23:25,Low,Stormy,Scooter,Delhi
4345,134,262,4.24,2024-01-24 10:29:00,2024-01-24 11:15:53,High,Stormy,Car,Chennai
4346,124,260,7.93,2024-01-15 03:39:00,2024-01-15 04:46:41,Low,Stormy,Bike,Chennai
4347,136,263,9.7,2024-01-15 08:21:00,2024-01-15 09:40:30,Medium,Rainy,Bike,Chennai
4348,184,277,9.85,2024-01-24 04:20:00,2024-01-24 05:28:19,Medium,Clear,Car,Mumbai
4349,171,276,3.26,2024-01-07 21:26:00,2024-01-07 21:51:42,High,Clear,Scooter,Mumbai
4350,105,228,8.26,2024-01-03 05:21:00,2024-01-03 06:25:46,Low,Rainy,Bike,Mumbai
4351,161,299,2.46,2024-01-29 00:04:00,2024-01-29 00:27:07,Medium,Stormy,Bike,Chennai
4352,151,248,6.61,2024-01-20 21:05:00,2024-01-20 21:52:08,Medium,Rainy,Car,Mumbai
4353,104,208,5.5,2024-01-21 21:17:00,2024-01-21 21:41:18,Low,Clear,Car,Bangalore
4354,194,219,5.22,2024-01-28 13:55:00,2024-01-28 14:42:04,Medium,Stormy,Bike,Hyderabad
4355,129,268,7.7,2024-01-03 13:08:00,2024-01-03 14:26:37,High,Rainy,Scooter,Mumbai
4356,141,223,7.14,2024-01-07 21:04:00,2024-01-07 22:22:36,High,Stormy,Scooter,Bangalore
4357,178,237,1.53,2024-01-11 07:13:00,2024-01-11 07:23:00,Low,Clear,Car,Delhi
4358,146,228,5.7,2024-01-16 14:46:00,2024-01-16 15:18:09,Low,Clear,Scooter,Delhi
4359,116,285,6.28,2024-01-16 01:35:00,2024-01-16 02:09:01,Low,Rainy,Car,Hyderabad
4360,105,252,8.09,2024-01-16 12:40:00,2024-01-16 13:39:16,Low,Stormy,Car,Hyderabad
4361,147,236,1.38,2024-01-20 07:12:00,2024-01-20 07:23:28,Medium,Clear,Bike,Chennai
4362,177,276,9.57,2024-01-13 12:26:00,2024-01-13 13:50:50,Medium,Rainy,Scooter,Mumbai
4363,146,220,8.47,2024-01-06 02:02:00,2024-01-06 03:11:16,Low,Stormy,Scooter,Bangalore
4364,174,294,2.73,2024-01-23 02:48:00,2024-01-23 03:13:52,High,Clear,Car,Mumbai
4365,132,275,2.11,2024-01-05 03:57:00,2024-01-05 04:12:42,High,Rainy,Bike,Chennai
4366,175,290,9.9,2024-01-22 09:05:00,2024-01-22 10:42:36,High,Rainy,Car,Hyderabad
4367,117,201,1.82,2024-01-19 18:27:00,2024-01-19 18:46:32,Low,Clear,Bike,Chennai
4368,171,250,3.3,2024-01-15 22:01:00,2024-01-15 22:27:23,Low,Rainy,Scooter,Delhi
4369,110,223,8.48,2024-01-16 05:01:00,2024-01-16 06:12:48,Medium,Rainy,Bike,Delhi
4370,136,201,4.33,2024-01-28 16:34:00,2024-01-28 17:14:59,High,Clear,Bike,Delhi
4371,142,253,5.4,2024-01-04 12:20:00,2024-01-04 12:58:02,Medium,Clear,Bike,Chennai
4372,185,292,1.77,2024-01-16 22:53:00,2024-01-16 23:03:08,Low,Clear,Car,Delhi
4373,167,213,3.02,2024-01-14 11:37:00,2024-01-14 11:47:00,Medium,Clear,Scooter,Hyderabad
4374,108,272,6.95,2024-01-20 19:57:00,2024-01-20 20:56:14,Medium,Rainy,Scooter,Mumbai
4375,102,292,8.46,2024-01-13 16:41:00,2024-01-13 18:17:25,High,Stormy,Bike,Chennai
4376,100,200,8.92,2024-01-23 10:29:00,2024-01-23 11:53:58,Medium,Stormy,Scooter,Delhi
4377,180,249,7.54,2024-01-29 17:51:00,2024-01-29 18:43:51,Low,Rainy,Scooter,Bangalore
4378,111,228,7.86,2024-01-03 07:40:00,2024-01-03 08:58:33,Medium,Stormy,Bike,Hyderabad
4379,138,232,9.84,2024-01-23 22:43:00,2024-01-24 00:04:25,Low,Stormy,Scooter,Bangalore
4380,131,210,3.19,2024-01-21 22:24:00,2024-01-21 22:38:31,Low,Clear,Car,Chennai
4381,111,261,1.3,2024-01-23 12:02:00,2024-01-23 12:12:00,High,Rainy,Car,Bangalore
4382,147,239,1.53,2024-01-13 01:25:00,2024-01-13 01:37:10,High,Rainy,Bike,Mumbai
4383,154,233,2.68,2024-01-07 14:34:00,2024-01-07 14:51:49,Low,Rainy,Scooter,Chennai
4384,159,250,2.71,2024-01-29 03:17:00,2024-01-29 03:42:13,High,Stormy,Bike,Delhi
4385,137,242,9.0,2024-01-30 12:50:00,2024-01-30 14:02:45,Medium,Clear,Scooter,Mumbai
4386,160,217,1.05,2024-01-11 08:13:00,2024-01-11 08:28:27,High,Rainy,Bike,Delhi
4387,153,285,2.9,2024-01-27 20:55:00,2024-01-27 21:07:50,Low,Clear,Scooter,Hyderabad
4388,178,237,1.84,2024-01-30 13:45:00,2024-01-30 14:07:02,High,Clear,Car,Mumbai
4389,194,227,5.48,2024-01-16 04:38:00,2024-01-16 05:28:56,High,Stormy,Car,Bangalore
4390,161,286,4.89,2024-01-21 22:19:00,2024-01-21 22:58:50,Low,Rainy,Scooter,Delhi
4391,160,264,7.05,2024-01-08 18:58:00,2024-01-08 19:44:25,Low,Clear,Bike,Bangalore
4392,156,278,1.13,2024-01-28 11:46:00,2024-01-28 11:56:00,Medium,Rainy,Bike,Chennai
4393,164,221,2.92,2024-01-21 22:38:00,2024-01-21 22:49:50,Low,Rainy,Bike,Mumbai
4394,136,289,7.64,2024-01-07 04:53:00,2024-01-07 06:04:57,Medium,Stormy,Scooter,Chennai
4395,122,289,6.09,2024-01-17 12:54:00,2024-01-17 13:37:03,Low,Rainy,Car,Chennai
4396,108,245,1.61,2024-01-21 01:30:00,2024-01-21 01:43:30,High,Clear,Bike,Hyderabad
4397,149,266,6.16,2024-01-23 18:20:00,2024-01-23 19:17:29,Medium,Rainy,Car,Delhi
4398,155,279,6.55,2024-01-09 04:06:00,2024-01-09 04:57:03,High,Clear,Bike,Chennai
4399,117,218,4.56,2024-01-06 03:28:00,2024-01-06 04:04:48,Medium,Clear,Car,Bangalore
4400,102,288,1.3,2024-01-19 10:41:00,2024-01-19 10:58:15,High,Rainy,Bike,Bangalore
4401,140,235,5.11,2024-01-24 15:55:00,2024-01-24 16:34:18,Low,Rainy,Bike,Chennai
4402,186,265,6.76,2024-01-02 03:22:00,2024-01-02 04:27:21,High,Rainy,Car,Mumbai
4403,121,297,9.74,2024-01-23 06:38:00,2024-01-23 07:49:41,Medium,Clear,Bike,Bangalore
4404,106,287,9.12,2024-01-13 08:46:00,2024-01-13 09:52:09,Low,Rainy,Bike,Bangalore
4405,174,262,1.45,2024-01-14 12:25:00,2024-01-14 12:42:45,High,Stormy,Bike,Chennai
4406,178,236,7.9,2024-01-20 10:22:00,2024-01-20 11:43:16,High,Rainy,Scooter,Delhi
4407,132,202,1.2,2024-01-09 22:02:00,2024-01-09 22:12:00,Low,Stormy,Car,Bangalore
4408,186,290,7.85,2024-01-29 17:47:00,2024-01-29 18:44:48,Low,Rainy,Car,Hyderabad
4409,161,217,3.44,2024-01-16 17:03:00,2024-01-16 17:25:14,Low,Clear,Bike,Bangalore
4410,111,263,3.53,2024-01-16 14:34:00,2024-01-16 15:02:35,Low,Rainy,Scooter,Mumbai
4411,144,233,2.11,2024-01-17 03:06:00,2024-01-17 03:26:22,High,Stormy,Bike,Chennai
4412,131,222,9.69,2024-01-26 01:42:00,2024-01-26 02:50:10,Low,Stormy,Scooter,Chennai
4413,137,292,4.51,2024-01-04 17:21:00,2024-01-04 18:06:10,Medium,Stormy,Scooter,Delhi
4414,151,239,8.23,2024-01-17 21:24:00,2024-01-17 22:25:31,Low,Rainy,Car,Chennai
4415,144,248,8.23,2024-01-21 19:03:00,2024-01-21 20:14:38,Low,Stormy,Scooter,Hyderabad
4416,191,271,8.73,2024-01-02 20:25:00,2024-01-02 21:50:45,High,Rainy,Bike,Mumbai
4417,190,236,7.54,2024-01-17 18:52:00,2024-01-17 19:43:36,Medium,Clear,Bike,Mumbai
4418,103,222,2.57,2024-01-29 09:45:00,2024-01-29 10:01:38,Low,Rainy,Bike,Chennai
4419,117,203,3.53,2024-01-13 13:53:00,2024-01-13 14:16:15,Medium,Clear,Car,Bangalore
4420,141,231,6.27,2024-01-23 04:59:00,2024-01-23 05:50:25,Medium,Stormy,Scooter,Hyderabad
4421,161,257,7.09,2024-01-26 01:55:00,2024-01-26 02:41:41,Low,Stormy,Bike,Bangalore
4422,158,299,9.5,2024-01-11 00:15:00,2024-01-11 01:12:35,Low,Clear,Bike,Hyderabad
4423,141,228,4.0,2024-01-15 20:38:00,2024-01-15 21:05:21,High,Clear,Car,Chennai
4424,131,243,3.97,2024-01-20 16:51:00,2024-01-20 17:15:17,Low,Rainy,Scooter,Hyderabad
4425,151,264,5.55,2024-01-08 00:36:00,2024-01-08 01:18:58,Low,Rainy,Bike,Delhi
4426,102,241,7.06,2024-01-30 11:28:00,2024-01-30 12:22:06,High,Clear,Bike,Delhi
4427,152,271,3.03,2024-01-05 14:35:00,2024-01-05 15:05:36,High,Rainy,Car,Mumbai
4428,193,216,1.44,2024-01-07 09:39:00,2024-01-07 09:49:00,Low,Stormy,Car,Bangalore
4429,190,279,2.7,2024-01-08 16:03:00,2024-01-08 16:15:29,Medium,Rainy,Scooter,Bangalore
4430,106,273,4.86,2024-01-24 07:05:00,2024-01-24 07:54:43,High,Stormy,Car,Chennai
4431,131,231,1.97,2024-01-06 03:24:00,2024-01-06 03:40:19,Low,Clear,Car,Chennai
4432,189,260,9.92,2024-01-16 08:49:00,2024-01-16 10:17:33,Medium,Rainy,Bike,Chennai
4433,100,276,6.72,2024-01-02 20:33:00,2024-01-02 21:23:09,Low,Stormy,Car,Chennai
4434,124,215,1.62,2024-01-25 00:48:00,2024-01-25 01:04:21,Medium,Rainy,Bike,Bangalore
4435,146,279,6.19,2024-01-22 18:19:00,2024-01-22 19:32:00,High,Stormy,Bike,Delhi
4436,111,224,4.67,2024-01-23 16:53:00,2024-01-23 17:34:42,Medium,Clear,Bike,Hyderabad
4437,112,237,4.08,2024-01-06 00:42:00,2024-01-06 01:17:10,High,Clear,Scooter,Hyderabad
4438,190,238,9.83,2024-01-10 06:19:00,2024-01-10 08:06:03,High,Stormy,Car,Chennai
4439,181,289,4.45,2024-01-21 12:23:00,2024-01-21 13:00:45,Medium,Rainy,Bike,Mumbai
4440,155,285,3.48,2024-01-05 03:08:00,2024-01-05 03:39:26,Medium,Clear,Bike,Delhi
4441,170,210,1.69,2024-01-23 03:11:00,2024-01-23 03:27:40,Low,Stormy,Bike,Delhi
4442,107,292,5.18,2024-01-29 00:02:00,2024-01-29 00:51:15,Medium,Stormy,Scooter,Delhi
4443,157,224,4.71,2024-01-09 11:22:00,2024-01-09 12:14:36,Medium,Rainy,Scooter,Hyderabad
4444,180,243,4.45,2024-01-11 08:17:00,2024-01-11 09:10:07,High,Rainy,Scooter,Delhi
4445,132,214,6.78,2024-01-06 18:14:00,2024-01-06 18:49:28,Low,Clear,Bike,Hyderabad
4446,152,261,5.94,2024-01-19 22:38:00,2024-01-19 23:14:27,Low,Clear,Scooter,Hyderabad
4447,142,249,3.89,2024-01-28 21:45:00,2024-01-28 22:10:14,Low,Rainy,Bike,Mumbai
4448,174,281,3.4,2024-01-08 15:56:00,2024-01-08 16:21:51,High,Clear,Car,Delhi
4449,107,250,7.07,2024-01-17 17:14:00,2024-01-17 18:03:59,Low,Stormy,Scooter,Chennai
4450,118,223,3.24,2024-01-09 02:43:00,2024-01-09 03:15:01,High,Rainy,Car,Delhi
4451,185,290,1.62,2024-01-21 05:37:00,2024-01-21 05:47:00,Medium,Stormy,Scooter,Hyderabad
4452,176,295,4.34,2024-01-04 22:51:00,2024-01-04 23:25:21,Low,Rainy,Scooter,Mumbai
4453,145,233,4.02,2024-01-30 22:34:00,2024-01-30 23:11:35,High,Rainy,Car,Delhi
4454,121,290,6.48,2024-01-27 02:15:00,2024-01-27 03:12:53,Medium,Rainy,Scooter,Mumbai
4455,104,222,8.31,2024-01-21 12:52:00,2024-01-21 14:15:09,High,Rainy,Scooter,Chennai
4456,112,221,9.87,2024-01-11 20:46:00,2024-01-11 22:13:20,Medium,Stormy,Bike,Delhi
4457,193,297,6.08,2024-01-16 13:29:00,2024-01-16 14:25:05,High,Rainy,Bike,Hyderabad
4458,167,254,2.53,2024-01-12 10:54:00,2024-01-12 11:08:49,Low,Stormy,Car,Mumbai
4459,129,226,1.62,2024-01-01 02:05:00,2024-01-01 02:17:12,Low,Stormy,Car,Mumbai
4460,134,243,9.58,2024-01-06 06:30:00,2024-01-06 07:47:41,High,Clear,Scooter,Mumbai
4461,162,205,9.55,2024-01-10 22:21:00,2024-01-10 23:55:05,High,Rainy,Bike,Mumbai
4462,127,204,8.3,2024-01-13 22:58:00,2024-01-13 23:51:41,Low,Rainy,Bike,Chennai
4463,176,242,8.84,2024-01-10 11:59:00,2024-01-10 13:21:11,Medium,Stormy,Car,Hyderabad
